,,,
Referrer,Count,Label,Types
P5088,12,Internet Encyclopedia of Philosophy ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to philosophy'@en,'Wikidata property related to encyclopedias'@en"
P5241,12,Songfacts song ID'@en,"Wikidata property for an identifier'@en,'Wikidata property to identify musical works'@en"
P5538,12,Auteurs en Auvergne-Rhône-Alpes ID'@en,"Wikidata property for authority control for writers'@en,'Wikidata property for an identifier that suggests notability'@en"
P6104,12,maintained by WikiProject'@en,"Wikidata property about Wikidata entities themselves'@en,'Wikidata property for properties'@en"
P6159,12,Atlas of Florida Plants ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en"
P6615,12,Kicker.de player ID (former scheme)'@en,"Wikidata property for authority control for association football players'@en,'Wikidata property for a discontinued website'@en"
P6941,12,PHI Latin Texts author ID'@en,"Wikidata property for authority control for writers'@en,'Wikidata property related to the Ancient World'@en"
P7054,12,misas.org Catholic church ID'@en,Wikidata property for an identifier'@en
P7106,12,LezWatch.TV character ID'@en,"Wikidata property related to LGBT'@en,'Wikidata property to identify fictional characters'@en"
P7131,12,Bureau des longitudes ID'@en,"Wikidata property for authority control'@en,'Wikidata property for authority control for people'@en"
P7164,12,Raptekster.dk ID'@en,"Wikidata property for a discontinued website'@en,'Wikidata property to identify lyrics'@en,'Wikidata property related to rap and hip hop'@en,'Wikidata property for authority control of musicians and musical ensembles'@en"
P7285,12,Writers Guild of America project ID'@en,"Wikidata property to identify films'@en,'Wikidata property to identify television shows'@en"
P7399,12,Futbolme player ID'@en,Wikidata property for authority control for association football players'@en
P7403,12,Publons publisher ID'@en,"Wikidata property to identify publishers'@en,'Wikidata property related to research'@en"
P767,12,contributor to the creative work or subject'@en,Wikidata property for items about works'@en
P7849,12,Panoptikum podcast episode ID'@en,Wikidata property to identify podcast episodes'@en
P7864,12,HAL article ID'@en,"Wikidata property for authority control (publishers)'@en,'Wikidata property for items about scholarly articles'@en"
P7908,12,Clavis Clavium ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to the Middle Ages'@en,'Wikidata property related to the Ancient World'@en,'Wikidata property related to Christianity'@en"
P8039,12,National Register of Historic Monuments in Bosnia and Herzegovina ID'@en,Wikidata property for authority control for cultural heritage'@en
P8299,12,Semantic Scholar corpus ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property for items about scholarly articles'@en"
P8499,12,WISAARD resource ID'@en,Wikidata property for authority control for cultural heritage'@en
P8776,12,IMVDb music video ID'@en,Wikidata property to identify music videos'@en
P8848,12,CONOR.AL ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for authority control (libraries)'@en"
P894,12,zbMATH work ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to mathematics'@en,'Wikidata property for items about scholarly articles'@en"
P9767,12,edition/version'@en,"Wikidata property for items about works'@en,'Wikidata property with datatype string that is not an external identifier'@en,'Wikidata property for items about books'@en"
P9783,12,IFFR filmmaker ID'@en,"Wikidata property related to festivals, fairs, etc.'@en,'Wikidata property for identification in the film industry'@en"
P10987,11,,
P1436,11,collection or exhibition size'@en,"Wikidata property for items about organizations'@en,'Wikidata property related to events'@en,'Wikidata property related to art'@en,'Wikidata property for quantities'@en"
P1747,11,Flora of China ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en"
P2026,11,Avibase ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to birds and ornithology'@en,'Wikidata property for an identifier that suggests notability'@en"
P2344,11,AGORHA work ID'@en,Wikidata property to identify artworks'@en
P2465,11,Allcinema film ID'@en,Wikidata property to identify films'@en
P2572,11,hashtag'@en,"Wikidata property for an identifier'@en,'Wikidata property with datatype string that is not an external identifier'@en,'Wikidata property related to online communities'@en"
P3005,11,valid in place'@en,Wikidata qualifier'@en
P301,11,category\'s main topic'@en,Wikidata property about Wikimedia categories'@en
P3101,11,FloraBase ID'@en,"Wikidata property to identify taxa'@en,'Wikidata property related to plants and botany'@en,'Wikidata property for an identifier that suggests notability'@en"
P3136,11,elCinema person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for identification in the film industry'@en"
P3203,11,Ciné-Ressources film ID'@en,Wikidata property to identify films'@en
P3212,11,ISAN'@en,"Wikidata property to identify television series episodes'@en,'Wikidata property for authority control for works'@en,'Wikidata property for an international standard identifier'@en,'Wikidata property to identify films'@en,'Wikidata property for an identifier having a checksum'@en"
P3481,11,Parks & Gardens UK record ID'@en,"Wikidata property to identify gardens'@en,'Wikidata property for items about places'@en,'Wikidata property for an identifier'@en"
P3589,11,GCD series ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to comics'@en"
P3653,11,ARRS runner ID'@en,Wikidata property for authority control for athletics competitors'@en
P3740,11,number of works'@en,"Wikidata qualifier'@en,'Wikidata property for quantities'@en"
P3800,11,Safsal coach ID'@en,Wikidata property for authority control for basketball coaches'@en
P381,11,PCP reference number'@en,Wikidata property for authority control for cultural heritage'@en
P3899,11,Medium username'@en,Wikidata property to identify online accounts'@en
P3927,11,eWRC-results.com racer ID'@en,"Wikidata property related to motorsports'@en,'Wikidata property for authority control for sports people'@en"
P3946,11,Dictionary Grierson ID'@en,Wikidata property related to biographical dictionaries'@en
P3959,11,NNL item ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property for authority control (libraries)'@en"
P4083,11,Park Alpha Code'@en,Wikidata property for authority control for protected areas'@en
P413,11,position played on team / speciality'@en,"Wikidata property for items about people'@en,'Wikidata property related to sports people'@en"
P4216,11,LNB Pro A player ID'@en,"Wikidata property for authority control for basketball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P4598,11,FAPESP researcher ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to research'@en"
P4706,11,Ent\'revues ID'@en,Wikidata property for authority control for the media'@en
P494,11,ICD-10'@en,"Wikidata property for authority control'@en,'Wikidata property related to medicine'@en"
P5008,11,on focus list of Wikimedia project'@en,Wikidata property about Wikidata entities themselves'@en
P5050,11,UMAC ID'@en,"Wikidata property for authority control for museums'@en,'Wikidata property for an identifier that suggests notability'@en"
P5143,11,amateur radio callsign'@en,"Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P5398,11,TDKIV term ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for an identifier that suggests notability'@en"
P5615,11,Centre national du théâtre ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to theater'@en,'Wikidata property for an identifier that suggests notability'@en"
P5915,11,Shazam track ID'@en,"Wikidata property for an identifier that does not imply notability'@en,'Wikidata property to identify audio tracks'@en,'Wikidata property related to music streaming'@en"
P5963,11,Elsevier journal ID'@en,"Wikidata property for authority control for academic journals'@en,'Wikidata property for an identifier that suggests notability'@en"
P6099,11,clinical trial phase'@en,Wikidata property related to natural science'@en
P6618,11,Federal-State Cooperative System ID'@en,"Wikidata property to identify libraries'@en,'Wikidata property for an identifier that suggests notability'@en"
P6745,11,Orlando author ID'@en,Wikidata property for authority control for writers'@en
P696,11,Interlex ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to medicine'@en,'Wikidata property linking to external MediaWiki wiki'@en"
P708,11,diocese'@en,"Wikidata property to indicate a location'@en,'Wikidata property related to Christianity'@en"
P7132,11,ComingSoon.it film ID'@en,"Wikidata property for authority control'@en,'Wikidata property to identify films'@en"
P7231,11,eStudánky ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for items about bodies of water'@en"
P7471,11,iNaturalist place ID'@en,Wikidata property for authority control for places'@en
